DBID	Name	Group
DB08706	(2S)-({(5Z)-5-[(5-Ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)acetic acid	experimental
DB08707	4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine	experimental
DB08708	N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine	experimental
DB08709	2,3-diphenyl-1H-indole-7-carboxylic acid	experimental
DB08710	(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one	experimental
DB08711	Methyl vanillate	experimental
DB08712	11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID	experimental
DB08713	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL	experimental
DB08714	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL	experimental
DB08715	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL	experimental
DB08717	[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid	experimental
DB08718	4-(3-ethylthiophen-2-yl)benzene-1,2-diol	experimental
DB08719	5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	experimental
DB08720	5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole	experimental
DB08721	5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole	experimental
DB08722	5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	experimental
DB08723	WIN-54954	experimental
DB08724	5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole	experimental
DB08725	(S)-5-(7-(4-(4-Ethyl-4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole	experimental
DB08726	5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	experimental
DB08727	3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole	experimental
DB08728	5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole	experimental
DB08729	5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide	experimental
DB08730	3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE	experimental
DB08731	2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid	experimental
DB08732	NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE	experimental
DB08733	(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE	experimental
DB08734	6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE	experimental
DB08735	R,S-Warfarin alcohol	experimental
DB08736	S,R-Warfarin alcohol	experimental
DB08737	(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL	experimental
DB08738	1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one	experimental
DB08739	2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione	experimental
DB08740	CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE	experimental
DB08741	5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine	experimental
DB08742	1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)	experimental
DB08743	2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE	experimental
DB08744	Casimiroin	experimental
DB08745	4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE	experimental
DB08746	1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE	experimental
DB08747	(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one	experimental
DB08748	4-(Dimethylamino)benzoic acid	experimental
DB08749	3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE	experimental
DB08750	1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE	experimental
DB08751	N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE	experimental
DB08752	N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	experimental
DB08753	4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE	experimental
DB08754	N-Caffeoyltyramine	experimental
DB08755	N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	experimental
DB08756	Y-27632	experimental
DB08757	5-(2-chlorophenyl)furan-2-carbohydrazide	experimental
DB08758	IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE	experimental
DB08759	[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID	experimental
DB08760	(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid	experimental
DB08761	(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione	experimental
DB08762	O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID	experimental
DB08763	[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE	experimental
DB08765	6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	experimental
DB08766	Zofenoprilat	experimental
DB08767	2-(4-METHOXYPHENYL)ACETAMIDE	experimental
DB08768	N(6)-dimethylallyladenine	experimental
DB08770	4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol	experimental
DB08771	(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one	experimental
DB08772	Zopolrestat	experimental
DB08773	2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol	experimental
DB08774	1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine	experimental
DB08775	Benzoyl-tyrosine-alanine-fluoro-methyl ketone	experimental
DB08776	N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE	experimental
DB08777	5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE	experimental
DB08778	[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone	experimental
DB08779	2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol	experimental
DB08780	6-MORPHOLIN-4-YL-9H-PURINE	experimental
DB08781	1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE	experimental
DB08782	4-(2-AMINOETHYL)BENZENESULFONAMIDE	experimental
DB08783	(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid	experimental
DB08784	2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID	experimental
DB08785	4-Methylcoumarin	experimental
DB08786	4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine	experimental
DB08787	4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine	experimental
DB08788	3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE	experimental
DB08789	2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE	experimental
DB08790	1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID	experimental
DB08791	1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE	experimental
DB08792	Diloxanide	experimental
DB08794	Ethyl biscoumacetate	withdrawn
DB08795	Azidocillin	experimental
DB08796	Pipazethate	experimental
DB08797	Salicylamide	approved
DB08798	Sulfamoxole	experimental
DB08799	Antazoline	approved
DB08800	Chloropyramine	experimental
DB08801	Dimetindene	approved, investigational
DB08802	Isothipendyl	experimental
DB08803	Tymazoline	experimental
DB08804	Nandrolone decanoate	approved, illicit
DB08805	Metiamide	experimental
DB08806	Roxatidine acetate	experimental
DB08807	Bopindolol	experimental
DB08808	Bupranolol	experimental
DB08809	Dichloroacetic acid	approved, investigational
DB08810	Cinitapride	investigational
DB08811	Tofisopam	experimental
DB08813	Nadroparin	approved, investigational
DB08814	Triflusal	approved, investigational
DB08815	Lurasidone	approved, investigational
DB08816	Ticagrelor	approved
DB08818	Hyaluronic acid	approved, vet_approved
DB08819	Tafluprost	approved
DB08820	Ivacaftor	approved
DB08822	Azilsartan medoxomil	approved, investigational
DB08823	Spinosad	approved, investigational, vet_approved
DB08824	Ioflupane I-123	approved
DB08826	Deferiprone	approved
DB08827	Lomitapide	approved, investigational
DB08828	Vismodegib	approved, investigational
DB08830	Dehydroascorbic acid	experimental
DB08831	2-deoxyglucose	experimental, investigational
DB08833	Taurochenodeoxycholic acid	experimental
DB08834	Tauroursodeoxycholic acid	experimental, investigational
DB08835	Spaglumic acid	experimental
DB08836	Temocapril	experimental, investigational
DB08837	Tetraethylammonium	experimental, investigational
DB08838	Agmatine	experimental
DB08839	Serotonin	investigational, nutraceutical
DB08840	N-methylnicotinamide	experimental
DB08841	Tyramine	investigational, nutraceutical
DB08842	Acetylcarnitine	approved, investigational
DB08843	GS 0573	investigational
DB08844	Uric acid	investigational
DB08845	Oxogluric acid	experimental, investigational, nutraceutical
DB08846	Ellagic acid	investigational
DB08847	Hydroxyproline	experimental
DB08848	Guvacine	experimental
DB08849	Nipecotic acid	experimental
DB08855	Leukotriene C4	experimental, investigational
DB08856	DADLE	experimental
DB08857	Bamet-UD2	experimental
DB08858	cis-Diamminechlorocholylglycinateplatinum(II)	experimental
DB08860	Pitavastatin	approved
DB08861	DPDPE	experimental
DB08862	Cholecystokinin	approved, investigational
DB08864	Rilpivirine	approved
DB08865	Crizotinib	approved
DB08867	Ulipristal	approved
DB08868	Fingolimod	approved, investigational
DB08869	Tesamorelin	approved, investigational
DB08870	Brentuximab vedotin	approved, investigational
DB08871	Eribulin	approved, investigational
DB08872	Gabapentin enacarbil	approved, investigational
DB08873	Boceprevir	approved, withdrawn
DB08874	Fidaxomicin	approved
DB08875	Cabozantinib	approved, investigational
DB08876	Taliglucerase alfa	approved, investigational
DB08877	Ruxolitinib	approved
DB08878	Aminopterin	investigational, withdrawn
DB08879	Belimumab	approved
DB08880	Teriflunomide	approved
DB08881	Vemurafenib	approved
DB08882	Linagliptin	approved
DB08883	Perampanel	approved
DB08884	Gadoxetic acid	approved
DB08885	Aflibercept	approved
DB08886	Asparaginase Erwinia chrysanthemi	approved, investigational
DB08887	Icosapent ethyl	approved, investigational, nutraceutical
DB08888	Ocriplasmin	approved
DB08889	Carfilzomib	approved, investigational
DB08890	Linaclotide	approved
DB08891	Arbaclofen	investigational
DB08892	Arbaclofen Placarbil	investigational
DB08893	Mirabegron	approved
DB08894	Peginesatide	approved, investigational
DB08895	Tofacitinib	approved, investigational
DB08896	Regorafenib	approved
DB08897	Aclidinium	approved
DB08898	Glucarpidase	approved, investigational
DB08899	Enzalutamide	approved
DB08900	Teduglutide	approved
DB08901	Ponatinib	approved, investigational
DB08902	Raxibacumab	approved
DB08903	Bedaquiline	approved
DB08904	Certolizumab pegol	approved
DB08905	Formestane	approved, investigational, withdrawn
DB08906	Fluticasone furoate	approved
DB08907	Canagliflozin	approved
DB08908	Dimethyl fumarate	approved, investigational
DB08909	Glycerol phenylbutyrate	approved
DB08910	Pomalidomide	approved
DB08911	Trametinib	approved
DB08912	Dabrafenib	approved, investigational
DB08913	Radium Ra 223 dichloride	approved, investigational
DB08915	Aleglitazar	investigational
DB08916	Afatinib	approved
DB08917	Ferric carboxymaltose	approved
DB08918	Levomilnacipran	approved, investigational
DB08921	(4R)-limonene	investigational
DB08922	Perospirone	experimental
DB08924	Amfecloral	experimental
DB08925	Adrafinil	withdrawn
DB08926	Acediasulfone	experimental
DB08927	Amperozide	experimental
DB08928	Arsthinol	experimental
DB08930	Dolutegravir	approved
DB08931	Riociguat	approved
DB08932	Macitentan	approved
DB08933	Luliconazole	approved
DB08934	Sofosbuvir	approved
DB08935	Obinutuzumab	approved, investigational
DB08936	Chlorcyclizine	approved
DB08937	TAS-102	investigational
DB08938	Magaldrate	approved, withdrawn
DB08939	Letosteine	experimental
DB08940	Kebuzone	experimental
DB08941	Isoxsuprine	approved, withdrawn
DB08942	Isoxicam	approved, withdrawn
DB08943	Isoconazole	approved
DB08944	Isoaminile	approved, withdrawn
DB08945	Iotroxic acid	experimental, withdrawn
DB08946	Iopanoic acid	approved, withdrawn
DB08947	Iopamidol	approved
DB08948	Iodamide	withdrawn
DB08949	Inositol nicotinate	approved, withdrawn
DB08950	Indoramin	approved, withdrawn
DB08951	Indoprofen	withdrawn
DB08952	Indenolol	withdrawn
DB08953	Indalpine	investigational, withdrawn
DB08954	Ifenprodil	investigational, withdrawn
DB08955	Ibuproxam	withdrawn
DB08956	Hydroxydione	investigational, withdrawn
DB08957	Hexoprenaline	experimental, withdrawn
DB08958	Hexetidine	approved, investigational
DB08960	Hexamethonium	experimental
DB08961	Azosemide	investigational
DB08962	Glibornuride	investigational, withdrawn
DB08963	Glafenine	withdrawn
DB08964	Gemeprost	approved, withdrawn
DB08965	Fusafungine	approved, withdrawn
DB08966	Fursultiamine	approved
DB08967	Dimetotiazine	approved
DB08968	Fominoben	experimental, withdrawn
DB08969	Flurothyl	withdrawn
DB08970	Fluprednidene	experimental
DB08971	Fluocortolone	approved, withdrawn
DB08972	Flumequine	withdrawn
DB08973	Fluclorolone acetonide	approved, withdrawn
DB08974	Flubendazole	experimental, withdrawn
DB08975	Florantyrone	withdrawn
DB08976	Floctafenine	approved, withdrawn
DB08978	Fentonium	withdrawn
DB08979	Fenspiride	experimental
DB08980	Fendiline	withdrawn
DB08981	Fenbufen	approved
DB08982	Etozoline	experimental
DB08983	Etofibrate	experimental
DB08984	Etofenamate	experimental
DB08985	Etilefrine	approved, withdrawn
DB08986	Etifoxine	investigational, withdrawn
DB08987	Etidocaine	approved
DB08988	Ethoheptazine	approved, withdrawn
DB08989	Etamivan	withdrawn
DB08990	Eprazinone	experimental, withdrawn
DB08991	Epirizole	experimental
DB08992	Eperisone	investigational
DB08993	Enviomycin	experimental
DB08994	Ditazole	experimental, withdrawn
DB08995	Diosmin	approved, investigational
DB08996	Dimetacrine	experimental, withdrawn
DB08997	Dexetimide	withdrawn
DB08998	Demexiptiline	experimental
DB08999	Cyclopentamine	withdrawn
DB09000	Cyamemazine	experimental
DB09001	Barbexaclone	experimental
DB09002	Cloperastine	experimental
DB09003	Clocapramine	experimental
DB09004	Clobutinol	withdrawn
DB09005	Batroxobin	experimental
DB09006	Clinofibrate	experimental
DB09007	Chlorphenoxamine	withdrawn
DB09008	Cefaloridine	experimental, withdrawn
DB09009	Articaine	approved
DB09010	Carmofur	withdrawn
DB09011	Beclamide	experimental
DB09012	Carbazochrome	experimental, withdrawn
DB09013	Befunolol	experimental
DB09014	Captodiame	experimental
DB09015	Canrenoic acid	approved, withdrawn
DB09016	Butriptyline	approved, withdrawn
DB09017	Brotizolam	investigational, withdrawn
DB09018	Bromopride	investigational
DB09019	Bromhexine	approved
DB09020	Bisacodyl	approved
DB09021	Benzoctamine	experimental
DB09022	Benfluorex	investigational, withdrawn
DB09023	Benactyzine	withdrawn
DB09026	Aliskiren	approved, investigational
DB09027	Ledipasvir	approved
DB09028	Cytisine	experimental
DB09029	Secukinumab	approved
DB09030	Vorapaxar	approved
DB09031	Miltefosine	approved, investigational
DB09033	Vedolizumab	approved
DB09034	Suvorexant	approved, investigational
DB09035	Nivolumab	approved
DB09036	Siltuximab	approved, investigational
DB09037	Pembrolizumab	approved
DB09038	Empagliflozin	approved
DB09039	Eliglustat	approved
DB09040	Efinaconazole	approved
DB09041	Tavaborole	approved, investigational
DB09042	Tedizolid phosphate	approved
DB09043	Albiglutide	approved
DB09045	Dulaglutide	approved, investigational
DB09046	Metreleptin	approved
DB09047	Finafloxacin	approved, investigational
DB09048	Netupitant	approved, investigational
DB09049	Naloxegol	approved
DB09050	Ceftolozane	approved, investigational
DB09051	Elosulfase alfa	approved, investigational
DB09052	Blinatumomab	approved, investigational
DB09053	Ibrutinib	approved
DB09054	Idelalisib	approved
DB09055	Acipimox	approved, investigational
DB09056	Amorolfine	approved, investigational
DB09057	Anthrax immune globulin human	approved
DB09059	Atosiban	approved, investigational
DB09060	Avibactam	approved
DB09061	Cannabidiol	approved, investigational
DB09062	Cefminox	experimental
DB09063	Ceritinib	approved
DB09064	Ciprofibrate	approved, investigational
DB09065	Cobicistat	approved
DB09066	Corifollitropin alfa	approved, investigational
DB09067	Corticorelin ovine triflutate	approved
DB09068	Vortioxetine	approved, investigational
DB09069	Trimetazidine	approved, investigational
DB09070	Tibolone	approved, investigational
DB09071	Tasimelteon	approved, investigational
DB09072	Sodium oxybate	approved
DB09073	Palbociclib	approved, investigational
DB09074	Olaparib	approved
DB09075	Edoxaban	approved
DB09076	Umeclidinium	approved
DB09077	Dinutuximab	approved, investigational
DB09078	Lenvatinib	approved, investigational
DB09079	Nintedanib	approved
DB09080	Olodaterol	approved
DB09081	Idebenone	approved, investigational
DB09082	Vilanterol	approved
DB09083	Ivabradine	approved
DB09084	Benzydamine	approved
DB09085	Tetracaine	approved, vet_approved
DB09086	Eugenol	approved
DB09087	Potassium alum	approved
DB09088	Amylocaine	approved, withdrawn
DB09089	Trimebutine	approved
DB09090	Pinaverium	approved
DB09091	Tixocortol	approved, withdrawn
DB09092	Xanthinol	approved, withdrawn
DB09093	Chlortetracycline	approved, investigational, vet_approved
DB09094	Podophyllin	approved
DB09095	Difluocortolone	approved, investigational, withdrawn
DB09096	Benzoyl peroxide	approved
DB09097	Quinagolide	approved, investigational
DB09098	Somatrem	approved, investigational, withdrawn
DB09099	Somatostatin	approved, investigational
DB09100	Thyroid, porcine	approved
DB09101	Elvitegravir	approved
DB09102	Daclatasvir	approved, investigational
DB09103	Ancestim	approved, investigational, withdrawn
DB09104	Magnesium hydroxide	approved, investigational
DB09105	Asfotase alfa	approved, investigational
DB09106	Hydroxyethyl Starch	approved
DB09107	Methoxy polyethylene glycol-epoetin beta	approved
DB09108	Simoctocog alfa	approved
DB09109	Turoctocog alfa	approved, investigational
DB09110	Coenzyme M	approved, investigational
DB09111	Pentastarch	approved, investigational
DB09112	Nitrous acid	approved, investigational
DB09113	Poractant alfa	approved
DB09114	Colfosceril palmitate	approved, investigational, withdrawn
DB09115	Diiodohydroxyquinoline	approved
DB09116	Calcium carbimide	approved, withdrawn
DB09117	Paraldehyde	approved, investigational
DB09118	Stiripentol	approved
DB09119	Eslicarbazepine acetate	approved
DB09120	Zucapsaicin	approved, investigational
DB09121	Aurothioglucose	approved, withdrawn
DB09122	Peginterferon beta-1a	approved
DB09123	Dienogest	approved
DB09124	Medrogestone	approved, withdrawn
DB09125	Potassium citrate	approved, investigational, vet_approved
DB09126	Chorionic Gonadotropin (Human)	approved, vet_approved
DB09128	Brexpiprazole	approved, investigational
DB09129	Chromic chloride	approved
DB09130	Copper	approved, investigational
DB09131	Cupric Chloride	approved, investigational
DB09132	Gadoteric acid	approved
DB09133	Iothalamic acid	approved
DB09134	Ioversol	approved
DB09135	Ioxilan	approved
DB09136	Isosulfan blue	approved
DB09137	Technetium Tc-99m mebrofenin	approved
DB09138	Technetium Tc-99m medronate	approved
DB09139	Technetium Tc-99m oxidronate	approved
DB09140	Oxygen	approved, vet_approved
DB09141	Protamine sulfate	approved
DB09142	Sincalide	approved
DB09143	Sonidegib	approved, investigational
DB09144	Uridine triacetate	approved, investigational
DB09145	Water	approved
DB09146	Iron sucrose	approved
DB09147	Ferric pyrophosphate	experimental
DB09148	Florbetaben (18F)	approved
DB09149	Florbetapir (18F)	approved, investigational
DB09151	Flutemetamol (18F)	approved, investigational
DB09152	Nitrogen	approved, vet_approved
DB09153	Sodium chloride	approved, vet_approved
DB09154	Sodium citrate	approved, investigational
DB09155	Helium	approved, investigational, vet_approved
DB09156	Iopromide	approved
DB09157	Carbon dioxide	approved, investigational, vet_approved
DB09158	Trypan blue free acid	approved
DB09160	Technetium Tc-99m tetrofosmin	approved
DB09161	Technetium Tc-99m sestamibi	approved, investigational
DB09163	Technetium Tc-99m exametazime	approved
DB09164	Technetium Tc-99m disofenin	approved
DB09165	Technetium Tc-99m pyrophosphate	approved
DB09166	Etizolam	experimental
DB09167	Dosulepin	approved
DB09168	4-Phenylfentanyl	illicit
DB09169	3-Allylfentanyl	illicit
DB09170	β-Hydroxythiofentanyl	illicit
DB09171	β-Methylfentanyl	illicit
DB09172	Brifentanil	illicit
DB09173	Butyrfentanyl	illicit
DB09174	Lofentanil	illicit
DB09175	Mirfentanil	experimental
DB09177	p-Fluorofentanyl	illicit
DB09178	Phenaridine	illicit
DB09179	R-30490	experimental
DB09180	Thienylfentanyl	illicit
DB09181	Trefentanil	experimental
DB09182	Benzylfentanyl	illicit
DB09183	Dasabuvir	approved
DB09184	Edivoxetine	investigational
DB09185	Viloxazine	approved, investigational, withdrawn
DB09186	Nisoxetine	experimental
DB09187	Lortalamine	experimental
DB09188	Amedalin	experimental
DB09189	Daledalin	experimental
DB09190	Talopram	experimental
DB09191	Talsupram	experimental
DB09192	Tandamine	experimental
DB09193	CP-39,332	experimental
DB09194	Etoperidone	withdrawn
DB09195	Lorpiprazole	approved
DB09196	Lubazodone	experimental
DB09197	Mepiprazole	experimental
DB09198	Lobeglitazone	experimental
DB09199	Netoglitazone	experimental
DB09200	Rivoglitazone	experimental, investigational
DB09201	Ciglitazone	experimental
DB09202	Cirazoline	experimental
DB09203	Synephrine	experimental
DB09204	Arotinolol	investigational
DB09205	Moxisylyte	approved, investigational
DB09206	Trimazosin	experimental
DB09207	AS-8112	experimental
DB09208	Pegloticase	approved, investigational
DB09209	Pholcodine	approved, illicit
DB09210	Piracetam	approved, investigational
DB09211	Limaprost	investigational
DB09212	Loxoprofen	approved
DB09213	Dexibuprofen	approved, investigational
DB09214	Dexketoprofen	approved, investigational
DB09215	Droxicam	withdrawn
DB09216	Tolfenamic acid	approved, investigational
DB09217	Firocoxib	experimental, vet_approved
DB09218	Clonixin	experimental
DB09219	Bisoxatin	approved
DB09220	Nicorandil	approved, investigational
DB09221	Polaprezinc	experimental
DB09222	Fibrinogen human	approved
DB09223	Blonanserin	investigational
DB09224	Melperone	investigational
DB09225	Zotepine	approved, investigational, withdrawn
DB09226	Brilaroxazine	investigational
DB09227	Barnidipine	experimental
DB09228	Conestat alfa	approved, investigational
DB09229	Aranidipine	experimental
DB09230	Azelnidipine	investigational
DB09231	Benidipine	experimental
DB09232	Cilnidipine	investigational
DB09233	Cronidipine	experimental
DB09234	Darodipine	experimental
DB09235	Efonidipine	experimental
DB09236	Lacidipine	approved, investigational
DB09237	Levamlodipine	approved, investigational
DB09238	Manidipine	approved, investigational
DB09239	Niguldipine	experimental
DB09240	Niludipine	experimental
DB09241	Methylene blue	approved, investigational
DB09242	Moxonidine	approved, investigational
DB09243	Hydracarbazine	experimental
DB09244	Pirlindole	experimental
DB09245	Toloxatone	experimental
DB09246	Benmoxin	withdrawn
DB09247	Iproclozide	withdrawn
DB09248	Mebanazine	withdrawn
DB09249	Octamoxin	withdrawn
DB09250	Pheniprazine	withdrawn
DB09251	Phenoxypropazine	withdrawn
DB09252	Pivhydrazine	withdrawn
DB09253	Safrazine	withdrawn
DB09254	Caroxazone	withdrawn
DB09255	Dextran	approved, investigational, vet_approved
DB09256	Tegafur	approved, investigational
DB09257	Gimeracil	approved
DB09258	Bemiparin	approved, investigational
DB09259	Reviparin	approved, investigational
DB09260	Parnaparin	approved, investigational
DB09261	Certoparin	approved, investigational
DB09262	Imidafenacin	investigational
DB09263	Patiromer	approved, investigational
DB09264	Idarucizumab	approved
DB09265	Lixisenatide	approved
DB09266	Technetium Tc-99m tilmanocept	approved, investigational
DB09267	Strontium ranelate	approved, withdrawn
DB09268	Picosulfuric acid	approved
DB09269	Phenylacetic acid	approved
DB09270	Ubidecarenone	approved, investigational, nutraceutical
DB09271	Cimetropium	experimental, investigational
DB09272	Eluxadoline	approved, investigational
DB09273	Doxofylline	experimental
DB09274	Artesunate	approved, investigational
DB09275	Bismuth subcitrate potassium	approved, investigational
DB09276	Sodium aurothiomalate	approved, investigational
DB09277	Choline C 11	approved, investigational
DB09278	Activated charcoal	approved
DB09279	Fimasartan	investigational
DB09280	Lumacaftor	approved
DB09281	Magnesium trisilicate	approved
DB09282	Molsidomine	approved, investigational
DB09283	Trapidil	experimental
DB09284	Imolamine	investigational
DB09285	Morniflumate	experimental
DB09286	Pipamperone	investigational
DB09287	Polyethylene glycol	approved, vet_approved
DB09288	Propacetamol	experimental
DB09289	Tianeptine	investigational
DB09290	Ramosetron	investigational
DB09291	Rolapitant	approved, investigational
DB09292	Sacubitril	approved
DB09293	Iodide I-131	approved, investigational
